group,subjectid,block,trial,latency,accuracy,task,tasksequence
BI_C_Digit,29.0,4.0,43,601.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,44,859.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,45,689.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,46,536.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,47,497.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,48,814.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,49,532.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,50,496.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,51,1030.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,52,488.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,53,1749.0,0.0,2.0,ABA
BI_C_Digit,29.0,4.0,54,849.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,55,2027.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,56,376.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,57,663.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,58,526.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,59,1397.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,60,700.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,61,683.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,62,459.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,63,725.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,64,1073.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,65,558.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,66,1069.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,67,2080.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,68,609.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,69,1094.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,70,766.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,71,1462.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,72,461.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,73,478.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,74,798.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,75,506.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,76,794.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,77,1084.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,78,958.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,79,402.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,80,931.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,81,806.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,82,1002.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,83,1020.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,84,517.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,85,1110.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,86,425.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,87,1390.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,88,1149.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,89,1317.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,90,952.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,91,497.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,92,1045.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,93,1265.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,94,998.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,95,565.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,96,3864.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,97,730.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,98,1009.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,99,1151.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,100,792.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,101,822.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,102,635.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,103,1155.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,104,1813.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,105,1227.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,106,2678.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,107,1508.0,1.0,2.0,ABA
BI_C_Digit,29.0,4.0,108,1106.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,109,414.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,110,414.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,111,559.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,112,831.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,113,503.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,114,1171.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,115,1615.0,1.0,1.0,CBA
BI_C_Digit,29.0,4.0,116,1444.0,1.0,3.0,CBA
BI_C_Digit,29.0,4.0,117,1407.0,1.0,1.0,ABA
BI_C_Digit,29.0,4.0,118,1561.0,1.0,3.0,ABA
BI_C_Digit,29.0,4.0,119,760.0,1.0,2.0,CBA
BI_C_Digit,29.0,4.0,120,406.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,1,1493.0,1.0,3.0,0.0
BI_C_Digit,30.0,1.0,2,1179.0,1.0,2.0,0.0
BI_C_Digit,30.0,1.0,3,1259.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,4,1187.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,5,1554.0,0.0,3.0,ABA
BI_C_Digit,30.0,1.0,6,557.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,7,1006.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,8,1073.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,9,2292.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,10,709.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,11,1449.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,12,1708.0,0.0,3.0,CBA
BI_C_Digit,30.0,1.0,13,1291.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,14,548.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,15,1325.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,16,1252.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,17,640.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,18,841.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,19,518.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,20,1303.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,21,353.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,22,605.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,23,773.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,24,478.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,25,980.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,26,494.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,27,835.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,28,1141.0,0.0,1.0,ABA
BI_C_Digit,30.0,1.0,29,1457.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,30,459.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,31,417.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,32,472.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,33,1434.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,34,575.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,35,323.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,36,1577.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,37,988.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,38,609.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,39,920.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,40,502.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,41,839.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,42,995.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,43,496.0,0.0,3.0,ABA
BI_C_Digit,30.0,1.0,44,419.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,45,348.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,46,545.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,47,801.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,48,744.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,49,917.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,50,793.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,51,415.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,52,1462.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,53,1147.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,54,366.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,55,798.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,56,837.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,57,470.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,58,1039.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,59,1085.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,60,332.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,61,451.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,62,575.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,63,571.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,64,1549.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,65,1906.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,66,1100.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,67,305.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,68,1466.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,69,519.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,70,444.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,71,426.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,72,315.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,73,712.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,74,359.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,75,572.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,76,702.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,77,1551.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,78,871.0,0.0,3.0,CBA
BI_C_Digit,30.0,1.0,79,1581.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,80,487.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,81,717.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,82,421.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,83,565.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,84,1468.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,85,1086.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,86,1240.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,87,520.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,88,618.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,89,364.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,90,562.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,91,506.0,0.0,1.0,CBA
BI_C_Digit,30.0,1.0,92,749.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,93,398.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,94,652.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,95,599.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,96,1327.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,97,670.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,98,1231.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,99,346.0,1.0,2.0,ABA
BI_C_Digit,30.0,1.0,100,432.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,101,396.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,102,636.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,103,366.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,104,522.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,105,1313.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,106,517.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,107,458.0,1.0,3.0,CBA
BI_C_Digit,30.0,1.0,108,455.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,109,514.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,110,1888.0,1.0,2.0,CBA
BI_C_Digit,30.0,1.0,111,636.0,0.0,3.0,ABA
BI_C_Digit,30.0,1.0,112,1317.0,1.0,1.0,CBA
BI_C_Digit,30.0,1.0,113,1024.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,114,353.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,115,608.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,116,406.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,117,734.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,118,490.0,1.0,1.0,ABA
BI_C_Digit,30.0,1.0,119,1753.0,1.0,3.0,ABA
BI_C_Digit,30.0,1.0,120,321.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,1,1188.0,1.0,3.0,0.0
BI_C_Digit,30.0,2.0,2,1038.0,0.0,2.0,0.0
BI_C_Digit,30.0,2.0,3,682.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,4,1521.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,5,1546.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,6,531.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,7,445.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,8,503.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,9,393.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,10,428.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,11,351.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,12,461.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,13,655.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,14,355.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,15,549.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,16,575.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,17,979.0,0.0,3.0,ABA
BI_C_Digit,30.0,2.0,18,970.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,19,466.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,20,552.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,21,1757.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,22,526.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,23,402.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,24,387.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,25,522.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,26,492.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,27,543.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,28,435.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,29,420.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,30,509.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,31,444.0,0.0,1.0,CBA
BI_C_Digit,30.0,2.0,32,326.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,33,405.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,34,358.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,35,1145.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,36,806.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,37,433.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,38,328.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,39,531.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,40,412.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,41,412.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,42,587.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,43,828.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,44,386.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,45,375.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,46,426.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,47,394.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,48,542.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,49,1264.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,50,402.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,51,562.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,52,381.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,53,1201.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,54,461.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,55,1058.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,56,494.0,0.0,2.0,ABA
BI_C_Digit,30.0,2.0,57,1460.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,58,911.0,0.0,2.0,ABA
BI_C_Digit,30.0,2.0,59,700.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,60,1589.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,61,448.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,62,870.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,63,964.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,64,784.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,65,914.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,66,389.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,67,477.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,68,383.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,69,365.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,70,404.0,0.0,2.0,CBA
BI_C_Digit,30.0,2.0,71,1180.0,0.0,3.0,CBA
BI_C_Digit,30.0,2.0,72,1455.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,73,352.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,74,497.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,75,441.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,76,1168.0,0.0,1.0,ABA
BI_C_Digit,30.0,2.0,77,1159.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,78,449.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,79,367.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,80,578.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,81,1131.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,82,798.0,0.0,3.0,CBA
BI_C_Digit,30.0,2.0,83,379.0,0.0,2.0,CBA
BI_C_Digit,30.0,2.0,84,1412.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,85,1620.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,86,698.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,87,2309.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,88,747.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,89,1554.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,90,1295.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,91,801.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,92,581.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,93,388.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,94,1012.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,95,893.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,96,1128.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,97,412.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,98,1540.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,99,476.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,100,1002.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,101,484.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,102,515.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,103,1156.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,104,336.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,105,382.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,106,573.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,107,939.0,0.0,3.0,CBA
BI_C_Digit,30.0,2.0,108,1082.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,109,927.0,1.0,3.0,ABA
BI_C_Digit,30.0,2.0,110,553.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,111,1049.0,1.0,1.0,CBA
BI_C_Digit,30.0,2.0,112,495.0,1.0,3.0,CBA
BI_C_Digit,30.0,2.0,113,801.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,114,347.0,1.0,2.0,CBA
BI_C_Digit,30.0,2.0,115,379.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,116,549.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,117,412.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,118,506.0,1.0,2.0,ABA
BI_C_Digit,30.0,2.0,119,862.0,1.0,1.0,ABA
BI_C_Digit,30.0,2.0,120,864.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,1,1603.0,1.0,3.0,0.0
BI_C_Digit,30.0,3.0,2,1046.0,1.0,2.0,0.0
BI_C_Digit,30.0,3.0,3,576.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,4,1565.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,5,1029.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,6,538.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,7,498.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,8,456.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,9,326.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,10,434.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,11,512.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,12,478.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,13,890.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,14,580.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,15,507.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,16,670.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,17,1706.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,18,392.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,19,475.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,20,576.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,21,420.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,22,447.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,23,866.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,24,687.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,25,544.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,26,1301.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,27,568.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,28,665.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,29,1147.0,0.0,3.0,ABA
BI_C_Digit,30.0,3.0,30,356.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,31,587.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,32,1387.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,33,1008.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,34,1601.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,35,1241.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,36,1445.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,37,928.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,38,340.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,39,406.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,40,337.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,41,959.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,42,1071.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,43,373.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,44,1641.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,45,355.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,46,331.0,0.0,3.0,CBA
BI_C_Digit,30.0,3.0,47,345.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,48,554.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,49,1485.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,50,1084.0,1.0,3.0,ABA
BI_C_Digit,30.0,3.0,51,780.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,52,758.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,53,722.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,54,629.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,55,445.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,56,385.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,57,446.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,58,713.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,59,721.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,60,809.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,61,1037.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,62,390.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,63,360.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,64,465.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,65,337.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,66,465.0,0.0,2.0,ABA
BI_C_Digit,30.0,3.0,67,426.0,1.0,1.0,ABA
BI_C_Digit,30.0,3.0,68,535.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,69,402.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,70,476.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,71,406.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,72,608.0,1.0,2.0,CBA
BI_C_Digit,30.0,3.0,73,429.0,1.0,1.0,CBA
BI_C_Digit,30.0,3.0,74,379.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,75,1885.0,1.0,3.0,CBA
BI_C_Digit,30.0,3.0,76,588.0,1.0,2.0,ABA
BI_C_Digit,30.0,3.0,77,1840.0,1.0,3.0,ABA
