subjectid,block,blocktype,trial,latency1,accuracy1,latency2,accuracy2,SOA,taskpair,RT1_SOAdif,T1,T2,T1T2sequence,S1,S2,R1beforeS1onset,R2beforeS2onset
27,4,2,25,720,1,567,1,1000,3,-280.0,1,1,1,I,R,0,0
27,4,2,26,488,1,848,0,1000,2,-512.0,2,2,1,1,7,0,0
27,4,2,27,1110,1,628,1,2000,4,-890.0,2,1,2,2,U,0,0
27,4,2,28,698,1,925,1,450,4,248.0,2,1,2,9,G,0,0
27,4,2,29,1161,1,1437,1,50,3,1011.0,1,1,1,A,M,0,0
27,4,2,30,896,1,1134,1,50,1,746.0,1,2,2,R,3,0,0
27,4,2,31,571,1,636,1,450,1,121.0,1,2,2,G,9,0,0
27,4,2,32,541,1,757,1,50,4,391.0,2,1,2,9,U,0,0
27,4,2,33,662,1,695,1,450,2,212.0,2,2,1,7,9,0,0
27,4,2,34,535,1,543,1,1000,1,-465.0,1,2,2,M,1,0,0
27,4,2,35,560,1,858,1,50,1,410.0,1,2,2,R,8,0,0
27,4,2,36,525,1,861,1,2000,3,-1475.0,1,1,1,G,I,0,0
27,4,2,37,538,1,507,1,450,1,88.0,1,2,2,I,3,0,0
27,4,2,38,618,1,561,1,2000,2,-1382.0,2,2,1,8,9,0,0
27,4,2,39,738,1,724,1,450,3,288.0,1,1,1,K,R,0,0
27,4,2,40,578,1,633,1,1000,2,-422.0,2,2,1,6,8,0,0
27,4,2,41,486,1,665,1,50,2,336.0,2,2,1,8,4,0,0
27,4,2,42,508,1,571,1,1000,4,-492.0,2,1,2,2,R,0,0
27,4,2,43,636,1,530,1,2000,4,-1364.0,2,1,2,9,K,0,0
27,4,2,44,549,1,564,1,1000,3,-451.0,1,1,1,I,E,0,0
27,4,2,45,628,1,760,1,50,4,478.0,2,1,2,4,I,0,0
27,4,2,46,606,1,838,1,1000,1,-394.0,1,2,2,G,4,0,0
27,4,2,47,724,1,636,1,2000,1,-1276.0,1,2,2,A,7,0,0
27,4,2,48,649,1,800,1,50,3,499.0,1,1,1,G,A,0,0
27,4,2,49,576,1,734,1,450,3,126.0,1,1,1,R,E,0,0
27,4,2,50,663,1,590,1,1000,3,-337.0,1,1,1,U,M,0,0
27,4,2,51,614,1,581,1,1000,2,-386.0,2,2,1,2,1,0,0
27,4,2,52,868,1,747,1,450,2,418.0,2,2,1,8,3,0,0
27,4,2,53,755,1,658,1,2000,3,-1245.0,1,1,1,E,U,0,0
27,4,2,54,831,1,1069,0,50,3,681.0,1,1,1,M,R,0,0
27,4,2,55,507,1,575,1,450,3,57.0,1,1,1,A,G,0,0
27,4,2,56,720,1,1472,1,450,1,270.0,1,2,2,I,7,0,0
27,4,2,57,762,1,505,1,2000,2,-1238.0,2,2,1,9,8,0,0
27,4,2,58,645,0,812,1,2000,1,-1355.0,1,2,2,A,2,0,0
27,4,2,59,740,1,586,1,1000,4,-260.0,2,1,2,8,G,0,0
27,4,2,60,513,1,735,1,50,2,363.0,2,2,1,6,4,0,0
27,4,2,61,556,1,590,1,450,4,106.0,2,1,2,8,U,0,0
27,4,2,62,528,1,751,1,2000,4,-1472.0,2,1,2,1,U,0,0
27,4,2,63,545,1,520,1,1000,3,-455.0,1,1,1,U,K,0,0
27,4,2,64,1034,1,688,1,450,4,584.0,2,1,2,2,A,0,0
27,4,2,65,602,1,629,1,50,1,452.0,1,2,2,E,6,0,0
27,5,2,1,676,1,758,0,50,4,526.0,2,1,2,3,I,0,0
27,5,2,2,670,1,630,1,1000,1,-330.0,1,2,2,U,8,0,0
27,5,2,3,523,1,626,1,50,1,373.0,1,2,2,E,3,0,0
27,5,2,4,619,1,594,0,1000,1,-381.0,1,2,2,G,7,0,0
27,5,2,5,706,1,801,1,50,3,556.0,1,1,1,A,E,0,0
27,5,2,6,635,1,658,1,2000,1,-1365.0,1,2,2,R,9,0,0
27,5,2,7,512,1,503,1,2000,3,-1488.0,1,1,1,R,A,0,0
27,5,2,8,626,1,681,1,1000,2,-374.0,2,2,1,9,3,0,0
27,5,2,9,557,1,508,1,1000,4,-443.0,2,1,2,3,R,0,0
27,5,2,10,576,1,969,1,50,3,426.0,1,1,1,K,I,0,0
27,5,2,11,730,1,673,1,2000,4,-1270.0,2,1,2,9,A,0,0
27,5,2,12,701,1,627,1,450,2,251.0,2,2,1,4,1,0,0
27,5,2,13,576,1,710,1,450,3,126.0,1,1,1,U,E,0,0
27,5,2,14,663,1,889,1,450,1,213.0,1,2,2,A,8,0,0
27,5,2,15,991,1,844,1,450,4,541.0,2,1,2,4,G,0,0
27,5,2,16,865,1,1105,0,50,1,715.0,1,2,2,I,4,0,0
27,5,2,17,717,1,732,1,2000,2,-1283.0,2,2,1,8,2,0,0
27,5,2,18,941,1,1026,1,450,1,491.0,1,2,2,I,6,0,0
27,5,2,19,761,1,544,1,1000,4,-239.0,2,1,2,6,K,0,0
27,5,2,20,569,1,740,1,50,2,419.0,2,2,1,6,4,0,0
27,5,2,21,700,1,635,1,1000,1,-300.0,1,2,2,A,3,0,0
27,5,2,22,810,1,801,1,1000,2,-190.0,2,2,1,4,7,0,0
27,5,2,23,1008,1,1193,1,50,2,858.0,2,2,1,1,4,0,0
27,5,2,24,697,1,576,1,1000,3,-303.0,1,1,1,E,A,0,0
27,5,2,25,647,1,569,1,450,2,197.0,2,2,1,6,3,0,0
27,5,2,26,588,1,969,1,50,4,438.0,2,1,2,3,A,0,0
27,5,2,27,1150,1,542,1,2000,4,-850.0,2,1,2,1,K,0,0
27,5,2,28,616,0,623,1,2000,3,-1384.0,1,1,1,I,R,0,0
27,5,2,29,948,1,879,1,450,4,498.0,2,1,2,7,K,0,0
27,5,2,30,717,1,1038,1,50,4,567.0,2,1,2,7,G,0,0
27,5,2,31,668,1,547,1,2000,2,-1332.0,2,2,1,4,3,0,0
27,5,2,32,918,1,612,1,1000,2,-82.0,2,2,1,8,7,0,0
27,5,2,33,948,1,596,1,1000,3,-52.0,1,1,1,K,E,0,0
27,5,2,34,596,1,691,1,2000,1,-1404.0,1,2,2,M,3,0,0
27,5,2,35,567,1,526,0,1000,4,-433.0,2,1,2,4,A,0,0
27,5,2,36,560,1,583,1,450,4,110.0,2,1,2,2,M,0,0
27,5,2,37,988,1,1062,1,450,3,538.0,1,1,1,R,K,0,0
27,5,2,38,806,1,817,1,450,2,356.0,2,2,1,1,8,0,0
27,5,2,39,657,1,737,1,50,2,507.0,2,2,1,6,7,0,0
27,5,2,40,764,1,931,1,50,4,614.0,2,1,2,1,I,0,0
27,5,2,41,664,1,671,1,1000,1,-336.0,1,2,2,K,6,0,0
27,5,2,42,611,1,690,1,450,1,161.0,1,2,2,G,9,0,0
27,5,2,43,659,1,829,1,50,1,509.0,1,2,2,M,4,0,0
27,5,2,44,667,1,578,1,2000,2,-1333.0,2,2,1,8,6,0,0
27,5,2,45,611,1,714,1,2000,1,-1389.0,1,2,2,R,2,0,0
27,5,2,46,997,1,1084,1,50,3,847.0,1,1,1,I,K,0,0
27,5,2,47,563,1,474,1,2000,3,-1437.0,1,1,1,A,K,0,0
27,5,2,48,694,1,778,1,50,3,544.0,1,1,1,I,M,0,0
27,5,2,49,560,1,511,1,2000,3,-1440.0,1,1,1,U,R,0,0
27,5,2,50,642,1,554,1,2000,4,-1358.0,2,1,2,9,G,0,0
27,5,2,51,499,1,554,1,1000,1,-501.0,1,2,2,I,6,0,0
27,5,2,52,587,1,531,1,450,2,137.0,2,2,1,9,7,0,0
27,5,2,53,505,1,579,1,450,3,55.0,1,1,1,U,A,0,0
27,5,2,54,519,1,541,1,1000,3,-481.0,1,1,1,M,A,0,0
27,5,2,55,552,1,479,1,2000,1,-1448.0,1,2,2,M,8,0,0
27,5,2,56,396,1,467,1,1000,4,-604.0,2,1,2,7,A,0,0
27,5,2,57,536,1,455,1,2000,2,-1464.0,2,2,1,4,8,0,0
27,5,2,58,667,1,772,1,50,1,517.0,1,2,2,E,1,0,0
27,5,2,59,580,1,524,1,2000,3,-1420.0,1,1,1,M,I,0,0
27,5,2,60,526,1,502,1,1000,2,-474.0,2,2,1,6,1,0,0
27,5,2,61,560,1,602,1,50,2,410.0,2,2,1,2,1,0,0
27,5,2,62,441,1,446,0,450,4,-9.0,2,1,2,2,R,0,0
27,5,2,63,627,1,498,1,450,3,177.0,1,1,1,G,M,0,0
27,5,2,64,652,1,475,1,2000,4,-1348.0,2,1,2,1,R,0,0
27,5,2,65,528,1,503,1,1000,4,-472.0,2,1,2,3,R,0,0
28,1,1,1,9810,1,12990,0,1000,1,8810.0,1,2,2,A,9,0,0
28,1,1,2,1196,1,13639,0,1000,3,196.0,1,1,1,K,U,0,0
28,1,1,3,1756,1,4507,1,50,2,1606.0,2,2,1,1,6,0,0
28,1,1,4,1793,1,2777,1,1000,4,793.0,2,1,2,1,G,0,0
28,1,1,5,2752,1,4799,1,450,1,2302.0,1,2,2,R,9,0,0
28,1,1,6,5020,1,5167,1,1000,2,4020.0,2,2,1,3,9,0,0
28,1,1,7,717,1,2158,0,50,4,567.0,2,1,2,3,I,0,0
28,1,1,8,1975,1,4316,1,450,3,1525.0,1,1,1,A,G,0,0
28,1,1,9,1736,1,2872,0,2000,4,-264.0,2,1,2,6,I,0,0
28,1,1,10,1797,1,1749,1,2000,2,-203.0,2,2,1,6,4,0,0
28,1,1,11,2637,1,3362,1,50,3,2487.0,1,1,1,A,R,0,0
28,1,1,12,1631,1,3751,1,50,1,1481.0,1,2,2,K,1,0,0
28,1,1,13,2937,1,4442,1,450,4,2487.0,2,1,2,1,A,0,0
28,1,1,14,1637,1,1988,1,2000,1,-363.0,1,2,2,E,2,0,0
28,1,1,15,3876,1,3756,1,2000,3,1876.0,1,1,1,R,E,0,0
28,1,1,16,1284,1,2602,1,450,2,834.0,2,2,1,9,8,0,0
28,1,1,17,1224,1,2972,1,450,1,774.0,1,2,2,K,2,0,0
28,1,1,18,1613,1,3035,1,50,3,1463.0,1,1,1,R,I,0,0
28,1,1,19,2293,0,1237,0,2000,4,293.0,2,1,2,8,U,0,0
28,1,1,20,1970,1,1122,1,2000,2,-30.0,2,2,1,2,4,0,0
28,1,1,21,3115,1,3976,1,1000,4,2115.0,2,1,2,8,R,0,0
28,1,1,22,994,1,1902,1,50,2,844.0,2,2,1,6,3,0,0
28,1,1,23,2750,1,4232,1,50,1,2600.0,1,2,2,M,1,0,0
28,1,1,24,1749,1,2249,1,450,3,1299.0,1,1,1,M,R,0,0
28,2,2,1,1691,1,1497,1,1000,2,691.0,2,2,1,6,9,0,0
28,2,2,2,3205,1,3113,1,2000,1,1205.0,1,2,2,E,3,0,0
28,2,2,3,959,1,1604,1,450,2,509.0,2,2,1,8,7,0,0
28,2,2,4,1922,1,3560,1,1000,3,922.0,1,1,1,E,K,0,0
28,2,2,5,2531,1,4352,1,1000,1,1531.0,1,2,2,K,6,0,0
28,2,2,6,3907,1,3426,1,2000,1,1907.0,1,2,2,R,3,0,0
28,2,2,7,1377,0,2083,0,50,4,1227.0,2,1,2,9,U,0,0
28,2,2,8,1398,0,1610,1,1000,2,398.0,2,2,1,2,7,0,0
28,2,2,9,1491,1,3059,1,50,2,1341.0,2,2,1,3,2,0,0
28,2,2,10,1048,1,2971,1,450,4,598.0,2,1,2,3,M,0,0
28,2,2,11,3510,1,3295,1,2000,3,1510.0,1,1,1,U,G,0,0
28,2,2,12,2513,1,2533,1,2000,4,513.0,2,1,2,1,I,0,0
28,2,2,13,1618,1,1564,0,50,4,1468.0,2,1,2,4,R,0,0
28,2,2,14,1715,1,2647,1,450,1,1265.0,1,2,2,M,3,0,0
28,2,2,15,3493,0,3150,0,1000,3,2493.0,1,1,1,K,M,0,0
28,2,2,16,2478,0,6862,0,450,2,2028.0,2,2,1,6,8,0,0
28,2,2,17,1697,0,8474,0,450,4,1247.0,2,1,2,8,G,0,0
28,2,2,18,2491,0,5420,1,50,1,2341.0,1,2,2,M,4,0,0
28,2,2,19,2124,1,3458,0,1000,1,1124.0,1,2,2,G,2,0,0
28,2,2,20,1441,1,952,0,2000,2,-559.0,2,2,1,7,9,0,0
28,2,2,21,2873,1,4181,1,450,1,2423.0,1,2,2,R,7,0,0
28,2,2,22,2126,1,2895,1,2000,1,126.0,1,2,2,R,8,0,0
28,2,2,23,1610,1,898,1,2000,3,-390.0,1,1,1,A,E,0,0
28,2,2,24,2541,1,2964,1,1000,4,1541.0,2,1,2,6,R,0,0
28,2,2,25,1540,1,1988,1,50,3,1390.0,1,1,1,A,I,0,0
28,2,2,26,2061,1,2685,1,450,3,1611.0,1,1,1,K,R,0,0
28,2,2,27,1101,1,2615,0,50,1,951.0,1,2,2,U,8,0,0
28,2,2,28,2045,1,3151,1,1000,1,1045.0,1,2,2,G,1,0,0
28,2,2,29,1877,0,2429,0,450,4,1427.0,2,1,2,2,A,0,0
28,2,2,30,3224,1,5125,1,450,2,2774.0,2,2,1,3,6,0,0
28,2,2,31,3785,1,5416,1,2000,2,1785.0,2,2,1,8,4,0,0
28,2,2,32,1198,1,1972,1,50,2,1048.0,2,2,1,8,2,0,0
28,2,2,33,2415,0,3543,0,50,3,2265.0,1,1,1,M,G,0,0
28,2,2,34,1370,0,1809,1,2000,3,-630.0,1,1,1,R,M,0,0
28,2,2,35,2072,1,3021,1,1000,2,1072.0,2,2,1,7,1,0,0
28,2,2,36,863,1,2101,1,2000,2,-1137.0,2,2,1,9,2,0,0
28,2,2,37,3824,1,3839,1,1000,3,2824.0,1,1,1,K,E,0,0
28,2,2,38,1845,1,2350,1,450,3,1395.0,1,1,1,U,I,0,0
28,2,2,39,1027,1,1234,1,450,2,577.0,2,2,1,9,1,0,0
28,2,2,40,878,1,1254,0,450,1,428.0,1,2,2,U,7,0,0
28,2,2,41,1008,1,1079,1,1000,2,8.0,2,2,1,2,1,0,0
28,2,2,42,1019,1,1036,1,1000,1,19.0,1,2,2,I,7,0,0
28,2,2,43,1591,0,4084,1,1000,3,591.0,1,1,1,A,M,0,0
28,2,2,44,1074,1,1474,1,2000,1,-926.0,1,2,2,R,4,0,0
28,2,2,45,1807,1,1038,1,2000,4,-193.0,2,1,2,6,U,0,0
28,2,2,46,724,1,804,1,1000,4,-276.0,2,1,2,3,K,0,0
28,2,2,47,1306,0,1929,0,50,2,1156.0,2,2,1,7,4,0,0
28,2,2,48,2269,1,2172,0,450,3,1819.0,1,1,1,I,A,0,0
28,2,2,49,1817,1,2267,1,50,1,1667.0,1,2,2,U,3,0,0
28,2,2,50,870,1,1102,1,450,2,420.0,2,2,1,3,4,0,0
28,2,2,51,989,0,2180,0,50,4,839.0,2,1,2,6,A,0,0
28,2,2,52,2054,1,2867,1,50,3,1904.0,1,1,1,E,R,0,0
28,2,2,53,3091,1,3544,1,450,4,2641.0,2,1,2,2,I,0,0
28,2,2,54,1994,1,2867,1,1000,1,994.0,1,2,2,K,4,0,0
28,2,2,55,2261,1,1287,1,2000,3,261.0,1,1,1,G,U,0,0
28,2,2,56,1601,1,1568,1,2000,4,-399.0,2,1,2,2,M,0,0
28,2,2,57,1568,1,2315,1,50,1,1418.0,1,2,2,U,4,0,0
28,2,2,58,1916,1,1658,1,1000,4,916.0,2,1,2,7,U,0,0
28,2,2,59,3600,1,3319,1,2000,2,1600.0,2,2,1,1,7,0,0
28,2,2,60,1264,1,2310,1,50,4,1114.0,2,1,2,4,U,0,0
28,2,2,61,1172,1,2072,1,1000,4,172.0,2,1,2,4,K,0,0
28,2,2,62,1535,1,2462,1,450,4,1085.0,2,1,2,7,E,0,0
28,2,2,63,1920,1,1809,1,450,3,1470.0,1,1,1,A,U,0,0
28,2,2,64,821,1,1420,1,2000,3,-1179.0,1,1,1,R,A,0,0
28,2,2,65,1291,1,1121,1,1000,2,291.0,2,2,1,1,9,0,0
28,3,2,1,1147,1,1930,1,50,2,997.0,2,2,1,1,8,0,0
28,3,2,2,687,0,671,0,450,2,237.0,2,2,1,4,1,0,0
28,3,2,3,1280,1,1088,1,2000,4,-720.0,2,1,2,9,E,0,0
28,3,2,4,1979,0,8629,1,1000,3,979.0,1,1,1,M,I,0,0
28,3,2,5,1281,1,1214,1,1000,2,281.0,2,2,1,7,8,0,0
28,3,2,6,3470,1,4817,1,2000,1,1470.0,1,2,2,R,2,0,0
28,3,2,7,3653,1,6058,1,50,4,3503.0,2,1,2,2,G,0,0
28,3,2,8,2563,1,4645,1,450,4,2113.0,2,1,2,6,M,0,0
28,3,2,9,1118,1,1804,1,450,1,668.0,1,2,2,A,8,0,0
28,3,2,10,1113,1,1831,1,50,2,963.0,2,2,1,1,4,0,0
28,3,2,11,960,1,1723,1,50,3,810.0,1,1,1,U,M,0,0
28,3,2,12,772,1,1835,1,1000,1,-228.0,1,2,2,G,7,0,0
28,3,2,13,1553,1,1283,1,1000,3,553.0,1,1,1,M,A,0,0
28,3,2,14,2979,1,3414,1,1000,4,1979.0,2,1,2,9,K,0,0
28,3,2,15,1769,1,2348,1,50,4,1619.0,2,1,2,7,M,0,0
28,3,2,17,3220,1,3813,1,450,3,2770.0,1,1,1,U,E,0,0
28,3,2,18,856,1,1667,1,450,1,406.0,1,2,2,E,8,0,0
28,3,2,19,3897,1,2614,1,2000,4,1897.0,2,1,2,9,I,0,0
28,3,2,20,646,1,892,1,50,4,496.0,2,1,2,3,A,0,0
28,3,2,21,811,1,986,1,450,2,361.0,2,2,1,6,1,0,0
28,3,2,22,888,1,912,1,2000,2,-1112.0,2,2,1,1,2,0,0
28,3,2,23,867,1,1699,1,2000,1,-1133.0,1,2,2,U,6,0,0
28,3,2,24,829,1,1210,1,50,1,679.0,1,2,2,A,6,0,0
28,3,2,25,1086,1,918,1,2000,1,-914.0,1,2,2,I,6,0,0
28,3,2,26,1904,1,1418,1,1000,2,904.0,2,2,1,9,3,0,0
28,3,2,27,780,1,1138,1,50,3,630.0,1,1,1,G,A,0,0
28,3,2,28,807,1,1791,1,50,2,657.0,2,2,1,9,4,0,0
28,3,2,29,1151,1,3197,1,450,4,701.0,2,1,2,2,K,0,0
28,3,2,30,1613,1,1380,1,2000,4,-387.0,2,1,2,4,I,0,0
28,3,2,31,2157,1,802,1,2000,3,157.0,1,1,1,G,E,0,0
28,3,2,32,4059,1,5242,1,1000,4,3059.0,2,1,2,4,A,0,0
28,3,2,33,1039,1,1649,1,450,1,589.0,1,2,2,K,9,0,0
28,3,2,34,2313,1,2919,0,50,3,2163.0,1,1,1,M,U,0,0
28,3,2,35,2405,1,2895,1,450,3,1955.0,1,1,1,I,M,0,0
28,3,2,36,1453,1,1055,1,1000,3,453.0,1,1,1,G,M,0,0
28,3,2,37,746,1,889,0,2000,3,-1254.0,1,1,1,U,A,0,0
28,3,2,38,3131,1,2862,1,450,2,2681.0,2,2,1,1,3,0,0
28,3,2,39,678,1,877,1,1000,2,-322.0,2,2,1,7,6,0,0
28,3,2,40,802,1,1137,1,1000,1,-198.0,1,2,2,I,8,0,0
28,3,2,41,770,1,1222,1,50,4,620.0,2,1,2,7,I,0,0
28,3,2,42,689,1,800,1,50,3,539.0,1,1,1,I,G,0,0
28,3,2,43,785,1,1411,1,50,1,635.0,1,2,2,M,2,0,0
28,3,2,44,2280,1,1685,1,1000,3,1280.0,1,1,1,A,K,0,0
28,3,2,45,931,1,1298,1,2000,4,-1069.0,2,1,2,1,E,0,0
28,3,2,46,966,1,678,1,2000,2,-1034.0,2,2,1,2,3,0,0
28,3,2,47,563,1,3218,1,1000,4,-437.0,2,1,2,7,K,0,0
28,3,2,48,689,1,553,1,2000,1,-1311.0,1,2,2,I,3,0,0
28,3,2,49,665,1,1004,1,450,1,215.0,1,2,2,E,6,0,0
28,3,2,50,796,1,1186,1,50,2,646.0,2,2,1,4,7,0,0
28,3,2,51,1605,1,1518,1,450,3,1155.0,1,1,1,R,G,0,0
28,3,2,52,843,0,1177,1,450,4,393.0,2,1,2,3,U,0,0
28,3,2,53,1160,1,673,1,1000,1,160.0,1,2,2,G,3,0,0
28,3,2,54,596,1,715,1,2000,3,-1404.0,1,1,1,M,K,0,0
28,3,2,55,1181,1,841,1,1000,2,181.0,2,2,1,9,6,0,0
28,3,2,56,1440,1,2048,1,50,1,1290.0,1,2,2,U,9,0,0
28,3,2,57,847,1,727,0,2000,2,-1153.0,2,2,1,4,2,0,0
28,3,2,58,2233,1,2207,1,1000,4,1233.0,2,1,2,3,R,0,0
28,3,2,59,589,1,768,1,450,3,139.0,1,1,1,E,G,0,0
28,3,2,60,868,1,731,1,2000,3,-1132.0,1,1,1,R,K,0,0
28,3,2,61,622,1,1029,1,2000,1,-1378.0,1,2,2,A,4,0,0
28,3,2,62,683,1,1175,1,450,1,233.0,1,2,2,I,2,0,0
28,3,2,63,1160,1,1715,1,50,4,1010.0,2,1,2,1,K,0,0
28,3,2,64,2244,1,3252,1,450,2,1794.0,2,2,1,4,6,0,0
28,3,2,65,1007,1,1399,1,50,2,857.0,2,2,1,8,3,0,0
28,4,2,1,1466,1,1738,1,50,1,1316.0,1,2,2,I,1,0,0
28,4,2,2,796,1,1026,1,50,3,646.0,1,1,1,G,I,0,0
28,4,2,3,747,1,734,1,450,2,297.0,2,2,1,3,8,0,0
28,4,2,4,787,1,578,1,2000,4,-1213.0,2,1,2,1,R,0,0
28,4,2,5,1721,1,1516,1,1000,2,721.0,2,2,1,9,7,0,0
28,4,2,6,1067,1,650,1,1000,3,67.0,1,1,1,K,I,0,0
28,4,2,7,735,1,854,1,1000,1,-265.0,1,2,2,G,9,0,0
28,4,2,8,970,1,1026,1,450,4,520.0,2,1,2,8,E,0,0
28,4,2,9,1141,1,723,1,1000,4,141.0,2,1,2,9,G,0,0
28,4,2,10,853,1,885,1,450,3,403.0,1,1,1,E,U,0,0
28,4,2,11,854,1,622,1,2000,4,-1146.0,2,1,2,6,K,0,0
28,4,2,12,524,1,1003,1,2000,1,-1476.0,1,2,2,A,7,0,0
28,4,2,13,785,1,1148,1,50,2,635.0,2,2,1,8,6,0,0
28,4,2,14,819,1,1582,1,50,1,669.0,1,2,2,G,8,0,0
28,4,2,15,981,1,2084,1,2000,2,-1019.0,2,2,1,7,2,0,0
28,4,2,16,1304,1,1821,1,50,2,1154.0,2,2,1,6,7,0,0
28,4,2,17,1503,1,1169,1,1000,1,503.0,1,2,2,I,4,0,0
28,4,2,18,1303,1,798,1,2000,3,-697.0,1,1,1,K,G,0,0
28,4,2,19,1102,1,1060,1,450,4,652.0,2,1,2,7,A,0,0
28,4,2,20,830,1,1160,1,450,1,380.0,1,2,2,G,6,0,0
28,4,2,21,1684,1,2718,1,50,1,1534.0,1,2,2,M,6,0,0
28,4,2,22,463,1,765,1,50,4,313.0,2,1,2,1,U,0,0
28,4,2,23,601,1,680,1,1000,2,-399.0,2,2,1,2,6,0,0
28,4,2,24,1148,1,1007,1,450,2,698.0,2,2,1,2,8,0,0
28,4,2,25,1719,1,1024,1,1000,3,719.0,1,1,1,R,U,0,0
28,4,2,26,701,1,964,1,2000,2,-1299.0,2,2,1,3,7,0,0
28,4,2,27,972,1,910,1,450,4,522.0,2,1,2,4,M,0,0
28,4,2,28,1300,1,723,1,2000,4,-700.0,2,1,2,2,R,0,0
28,4,2,29,709,1,975,1,50,3,559.0,1,1,1,M,E,0,0
28,4,2,30,591,1,806,1,1000,1,-409.0,1,2,2,R,1,0,0
28,4,2,31,917,1,741,1,2000,1,-1083.0,1,2,2,U,1,0,0
28,4,2,32,1462,1,921,1,1000,4,462.0,2,1,2,9,M,0,0
28,4,2,33,688,1,1369,1,450,2,238.0,2,2,1,4,9,0,0
28,4,2,34,485,1,626,1,450,1,35.0,1,2,2,A,2,0,0
28,4,2,35,655,1,1167,1,2000,1,-1345.0,1,2,2,M,9,0,0
28,4,2,36,624,1,1535,1,1000,3,-376.0,1,1,1,U,R,0,0
28,4,2,37,520,0,2152,1,450,1,70.0,1,2,2,K,8,0,0
28,4,2,38,1734,1,1984,1,50,2,1584.0,2,2,1,8,1,0,0
28,4,2,39,622,1,1004,1,50,3,472.0,1,1,1,I,E,0,0
28,4,2,40,671,1,582,0,1000,2,-329.0,2,2,1,8,9,0,0
28,4,2,41,1086,1,693,1,2000,2,-914.0,2,2,1,4,8,0,0
28,4,2,42,664,1,927,1,50,4,514.0,2,1,2,8,I,0,0
28,4,2,43,483,1,595,1,2000,4,-1517.0,2,1,2,3,E,0,0
28,4,2,44,771,1,978,1,2000,3,-1229.0,1,1,1,I,R,0,0
28,4,2,45,882,1,1106,1,50,4,732.0,2,1,2,7,R,0,0
28,4,2,46,670,1,765,1,1000,1,-330.0,1,2,2,U,2,0,0
28,4,2,47,525,1,790,1,50,1,375.0,1,2,2,A,3,0,0
28,4,2,48,1013,0,1975,1,450,3,563.0,1,1,1,E,I,0,0
28,4,2,49,1433,1,1466,1,50,3,1283.0,1,1,1,K,A,0,0
28,4,2,50,487,1,622,1,2000,3,-1513.0,1,1,1,E,A,0,0
28,4,2,51,1996,1,1232,1,1000,2,996.0,2,2,1,6,2,0,0
28,4,2,52,721,1,1121,1,2000,2,-1279.0,2,2,1,4,3,0,0
28,4,2,53,507,1,935,1,450,3,57.0,1,1,1,U,K,0,0
28,4,2,54,435,1,914,1,1000,3,-565.0,1,1,1,I,K,0,0
28,4,2,55,524,1,776,1,450,3,74.0,1,1,1,G,K,0,0
28,4,2,56,570,1,1032,1,1000,1,-430.0,1,2,2,G,4,0,0
28,4,2,57,525,1,582,1,50,2,375.0,2,2,1,7,3,0,0
28,4,2,58,773,1,804,1,50,1,623.0,1,2,2,A,1,0,0
28,4,2,59,597,1,743,1,450,4,147.0,2,1,2,4,E,0,0
28,4,2,60,603,1,578,1,450,2,153.0,2,2,1,3,1,0,0
28,4,2,61,416,1,863,1,1000,4,-584.0,2,1,2,9,A,0,0
28,4,2,62,333,1,442,1,450,4,-117.0,2,1,2,3,G,0,0
28,4,2,63,416,1,688,1,2000,3,-1584.0,1,1,1,E,M,0,0
28,4,2,64,772,1,595,1,2000,4,-1228.0,2,1,2,8,K,0,0
28,4,2,65,634,1,770,1,2000,1,-1366.0,1,2,2,M,7,0,0
28,5,2,1,1549,0,2267,1,1000,4,549.0,2,1,2,2,E,0,0
28,5,2,2,936,1,1383,1,450,1,486.0,1,2,2,E,4,0,0
28,5,2,3,686,1,805,1,2000,1,-1314.0,1,2,2,R,6,0,0
28,5,2,4,579,1,948,0,450,1,129.0,1,2,2,K,7,0,0
28,5,2,5,648,1,855,1,50,3,498.0,1,1,1,G,R,0,0
28,5,2,6,646,1,685,1,1000,1,-354.0,1,2,2,M,8,0,0
28,5,2,7,553,1,928,1,1000,3,-447.0,1,1,1,I,U,0,0
28,5,2,8,555,1,579,1,2000,2,-1445.0,2,2,1,1,6,0,0
28,5,2,9,890,1,1162,1,50,4,740.0,2,1,2,6,E,0,0
28,5,2,10,611,0,2155,1,450,3,161.0,1,1,1,M,R,0,0
28,5,2,11,635,1,506,1,2000,4,-1365.0,2,1,2,9,R,0,0
28,5,2,12,422,1,618,0,450,2,-28.0,2,2,1,1,9,0,0
28,5,2,13,424,1,552,1,2000,3,-1576.0,1,1,1,E,G,0,0
28,5,2,14,760,1,875,1,50,1,610.0,1,2,2,K,3,0,0
28,5,2,15,1028,1,1385,1,50,4,878.0,2,1,2,8,A,0,0
28,5,2,16,502,1,613,1,2000,1,-1498.0,1,2,2,E,1,0,0
28,5,2,17,1428,1,766,1,1000,2,428.0,2,2,1,7,3,0,0
28,5,2,18,436,1,729,1,450,1,-14.0,1,2,2,I,9,0,0
28,5,2,19,947,1,722,1,1000,4,-53.0,2,1,2,7,G,0,0
28,5,2,20,427,1,791,0,50,2,277.0,2,2,1,3,9,0,0
28,5,2,21,516,1,787,1,1000,1,-484.0,1,2,2,E,7,0,0
28,5,2,22,1115,1,1022,1,450,2,665.0,2,2,1,4,7,0,0
