subjectid,block,blocktype,trial,latency1,accuracy1,latency2,accuracy2,SOA,taskpair,RT1_SOAdif,T1,T2,T1T2sequence,S1,S2,R1beforeS1onset,R2beforeS2onset
28,5,2,23,510,1,950,1,2000,2,-1490.0,2,2,1,9,7,0,0
28,5,2,24,1070,0,1074,0,50,3,920.0,1,1,1,M,A,0,0
28,5,2,25,939,1,1170,1,50,2,789.0,2,2,1,2,1,0,0
28,5,2,26,1013,1,2511,1,450,4,563.0,2,1,2,6,G,0,0
28,5,2,27,654,1,923,1,50,4,504.0,2,1,2,1,M,0,0
28,5,2,28,649,1,608,1,1000,3,-351.0,1,1,1,A,R,0,0
28,5,2,29,759,1,1894,1,1000,4,-241.0,2,1,2,8,M,0,0
28,5,2,30,1018,1,800,1,450,4,568.0,2,1,2,4,G,0,0
28,5,2,31,582,1,629,1,1000,2,-418.0,2,2,1,3,1,0,0
28,5,2,32,644,1,580,1,2000,2,-1356.0,2,2,1,2,7,0,0
28,5,2,33,1267,1,1188,1,50,3,1117.0,1,1,1,R,G,0,0
28,5,2,34,579,1,1016,1,50,1,429.0,1,2,2,E,9,0,0
28,5,2,35,939,1,731,1,2000,4,-1061.0,2,1,2,2,U,0,0
28,5,2,36,979,1,1088,1,50,4,829.0,2,1,2,6,E,0,0
28,5,2,37,576,1,502,1,450,3,126.0,1,1,1,U,E,0,0
28,5,2,38,713,1,808,1,1000,2,-287.0,2,2,1,6,8,0,0
28,5,2,39,767,1,828,1,450,2,317.0,2,2,1,8,2,0,0
28,5,2,40,577,1,2144,1,450,4,127.0,2,1,2,6,R,0,0
28,5,2,41,809,1,416,1,2000,1,-1191.0,1,2,2,G,3,0,0
28,5,2,42,493,1,612,1,450,1,43.0,1,2,2,I,2,0,0
28,5,2,43,1920,1,2509,1,50,1,1770.0,1,2,2,K,2,0,0
28,5,2,44,555,1,801,0,50,2,405.0,2,2,1,1,8,0,0
28,5,2,45,788,1,699,1,1000,1,-212.0,1,2,2,R,1,0,0
28,5,2,46,574,1,630,1,2000,3,-1426.0,1,1,1,E,A,0,0
28,5,2,47,589,1,764,1,1000,3,-411.0,1,1,1,U,R,0,0
28,5,2,48,804,1,761,1,50,3,654.0,1,1,1,R,K,0,0
28,5,2,49,558,1,397,1,1000,3,-442.0,1,1,1,K,R,0,0
28,5,2,50,645,1,404,1,1000,4,-355.0,2,1,2,3,R,0,0
28,5,2,51,435,1,773,0,50,1,285.0,1,2,2,U,6,0,0
28,5,2,52,1042,1,960,1,450,2,592.0,2,2,1,1,3,0,0
28,5,2,53,689,1,816,1,2000,3,-1311.0,1,1,1,R,U,0,0
28,5,2,54,1254,1,1111,1,450,3,804.0,1,1,1,M,I,0,0
28,5,2,55,557,1,888,1,450,1,107.0,1,2,2,M,3,0,0
28,5,2,56,3261,1,1800,1,2000,4,1261.0,2,1,2,7,G,0,0
28,5,2,57,787,1,1392,1,50,2,637.0,2,2,1,3,8,0,0
28,5,2,58,429,1,372,1,2000,1,-1571.0,1,2,2,I,7,0,0
28,5,2,59,586,1,623,0,50,3,436.0,1,1,1,M,U,0,0
28,5,2,60,810,1,826,1,2000,2,-1190.0,2,2,1,8,7,0,0
28,5,2,61,872,1,999,1,1000,2,-128.0,2,2,1,6,2,0,0
28,5,2,62,783,1,806,1,1000,4,-217.0,2,1,2,3,A,0,0
28,5,2,63,700,1,849,1,450,3,250.0,1,1,1,K,E,0,0
28,5,2,64,2174,1,2171,1,450,4,1724.0,2,1,2,4,G,0,0
28,5,2,65,820,1,984,1,50,4,670.0,2,1,2,3,I,0,0
29,1,1,1,3822,1,3633,0,450,1,3372.0,1,2,2,A,7,0,0
29,1,1,2,4146,0,6805,1,2000,4,2146.0,2,1,2,7,R,0,0
29,1,1,3,3073,1,4997,1,450,2,2623.0,2,2,1,6,7,0,0
29,1,1,4,1758,0,3309,1,1000,3,758.0,1,1,1,I,G,0,0
29,1,1,5,2256,1,2662,1,1000,2,1256.0,2,2,1,4,7,0,0
29,1,1,6,2204,1,1703,0,1000,1,1204.0,1,2,2,A,3,0,0
29,1,1,7,1917,1,4750,1,50,4,1767.0,2,1,2,6,E,0,0
29,1,1,8,2223,1,5295,1,50,3,2073.0,1,1,1,A,E,0,0
29,1,1,9,1844,1,3544,1,50,1,1694.0,1,2,2,K,1,0,0
29,1,1,10,1134,0,2728,1,50,2,984.0,2,2,1,2,3,0,0
29,1,1,11,1289,1,2020,1,450,3,839.0,1,1,1,K,U,0,0
29,1,1,12,1515,1,2086,1,450,4,1065.0,2,1,2,6,G,0,0
29,1,1,13,1828,1,1212,1,2000,1,-172.0,1,2,2,A,9,0,0
29,1,1,14,891,1,1403,1,2000,3,-1109.0,1,1,1,K,G,0,0
29,1,1,15,2354,0,5189,1,1000,4,1354.0,2,1,2,3,A,0,0
29,1,1,16,1906,1,841,1,2000,2,-94.0,2,2,1,8,4,0,0
29,1,1,17,1381,1,2056,1,450,1,931.0,1,2,2,I,4,0,0
29,1,1,18,599,1,1887,0,50,3,449.0,1,1,1,I,E,0,0
29,1,1,19,2427,1,3159,1,50,4,2277.0,2,1,2,7,K,0,0
29,1,1,20,1205,1,2387,1,50,2,1055.0,2,2,1,3,9,0,0
29,1,1,21,677,1,1300,1,450,4,227.0,2,1,2,3,M,0,0
29,1,1,22,749,0,1377,0,450,3,299.0,1,1,1,I,U,0,0
29,1,1,23,827,1,1137,1,2000,1,-1173.0,1,2,2,U,8,0,0
29,1,1,24,643,0,1810,1,1000,2,-357.0,2,2,1,2,1,0,0
29,2,2,1,1965,1,1220,1,2000,2,-35.0,2,2,1,2,4,0,0
29,2,2,2,1459,1,3012,1,50,1,1309.0,1,2,2,U,2,0,0
29,2,2,3,666,1,766,1,450,2,216.0,2,2,1,3,2,0,0
29,2,2,4,999,1,1023,1,2000,3,-1001.0,1,1,1,A,G,0,0
29,2,2,5,1165,1,946,0,1000,1,165.0,1,2,2,G,3,0,0
29,2,2,6,780,1,1507,1,50,1,630.0,1,2,2,R,2,0,0
29,2,2,7,906,1,785,0,1000,4,-94.0,2,1,2,8,E,0,0
29,2,2,8,864,1,807,1,2000,2,-1136.0,2,2,1,6,4,0,0
29,2,2,9,534,1,603,1,450,2,84.0,2,2,1,4,8,0,0
29,2,2,10,562,1,801,1,2000,4,-1438.0,2,1,2,3,K,0,0
29,2,2,11,1032,1,997,1,1000,3,32.0,1,1,1,U,A,0,0
29,2,2,12,789,1,895,1,450,4,339.0,2,1,2,4,K,0,0
29,2,2,14,760,0,800,1,2000,1,-1240.0,1,2,2,K,8,0,0
29,2,2,15,822,1,920,1,450,3,372.0,1,1,1,G,U,0,0
29,2,2,16,885,1,1175,1,50,2,735.0,2,2,1,3,8,0,0
29,2,2,17,1109,1,1591,1,50,4,959.0,2,1,2,1,I,0,0
29,2,2,18,863,1,813,1,1000,1,-137.0,1,2,2,M,8,0,0
29,2,2,19,811,1,947,0,450,1,361.0,1,2,2,G,6,0,0
29,2,2,20,874,1,465,1,1000,2,-126.0,2,2,1,4,6,0,0
29,2,2,21,781,1,1132,1,50,1,631.0,1,2,2,R,1,0,0
29,2,2,22,767,1,510,1,1000,1,-233.0,1,2,2,R,4,0,0
29,2,2,23,625,1,930,1,50,3,475.0,1,1,1,M,R,0,0
29,2,2,24,604,1,836,1,1000,4,-396.0,2,1,2,2,U,0,0
29,2,2,25,1017,1,592,1,1000,3,17.0,1,1,1,E,U,0,0
29,2,2,26,527,1,606,1,2000,3,-1473.0,1,1,1,A,M,0,0
29,2,2,27,829,1,894,1,450,1,379.0,1,2,2,E,2,0,0
29,2,2,28,998,1,622,1,2000,1,-1002.0,1,2,2,A,4,0,0
29,2,2,29,1155,1,1493,1,450,4,705.0,2,1,2,6,M,0,0
29,2,2,30,515,1,565,1,450,2,65.0,2,2,1,4,9,0,0
29,2,2,31,776,1,319,0,1000,2,-224.0,2,2,1,1,8,0,0
29,2,2,32,738,1,601,1,2000,2,-1262.0,2,2,1,9,8,0,0
29,2,2,33,736,1,1548,1,50,3,586.0,1,1,1,E,I,0,0
29,2,2,34,666,1,670,1,450,3,216.0,1,1,1,I,R,0,0
29,2,2,35,594,1,838,1,50,2,444.0,2,2,1,6,9,0,0
29,2,2,36,474,0,313,0,2000,2,-1526.0,2,2,1,2,8,0,0
29,2,2,37,708,1,507,1,1000,3,-292.0,1,1,1,E,G,0,0
29,2,2,38,741,1,613,1,2000,3,-1259.0,1,1,1,R,U,0,0
29,2,2,39,868,1,379,0,1000,2,-132.0,2,2,1,7,3,0,0
29,2,2,40,715,1,742,1,450,1,265.0,1,2,2,I,1,0,0
29,2,2,41,1032,1,1576,1,50,2,882.0,2,2,1,8,6,0,0
29,2,2,42,674,1,674,1,2000,1,-1326.0,1,2,2,R,8,0,0
29,2,2,43,1062,1,912,1,1000,3,62.0,1,1,1,R,K,0,0
29,2,2,44,679,1,1036,1,50,1,529.0,1,2,2,M,2,0,0
29,2,2,45,606,1,613,1,1000,4,-394.0,2,1,2,2,G,0,0
29,2,2,46,426,1,782,1,50,4,276.0,2,1,2,6,I,0,0
29,2,2,47,667,1,680,1,450,2,217.0,2,2,1,1,2,0,0
29,2,2,48,997,1,628,1,2000,3,-1003.0,1,1,1,G,I,0,0
29,2,2,49,403,0,1010,1,1000,1,-597.0,1,2,2,E,7,0,0
29,2,2,50,545,1,544,1,1000,2,-455.0,2,2,1,7,1,0,0
29,2,2,51,491,1,578,1,2000,4,-1509.0,2,1,2,4,E,0,0
29,2,2,52,825,1,743,1,450,3,375.0,1,1,1,K,R,0,0
29,2,2,53,831,1,714,1,450,4,381.0,2,1,2,8,G,0,0
29,2,2,54,558,1,419,0,450,1,108.0,1,2,2,G,2,0,0
29,2,2,55,568,1,698,1,50,3,418.0,1,1,1,R,G,0,0
29,2,2,56,548,1,683,1,50,4,398.0,2,1,2,8,I,0,0
29,2,2,57,601,1,569,1,2000,1,-1399.0,1,2,2,I,8,0,0
29,2,2,58,634,1,593,1,2000,4,-1366.0,2,1,2,1,U,0,0
29,2,2,59,536,1,707,1,50,2,386.0,2,2,1,1,6,0,0
29,2,2,60,716,1,515,0,1000,4,-284.0,2,1,2,9,U,0,0
29,2,2,61,565,1,724,1,50,4,415.0,2,1,2,9,K,0,0
29,2,2,62,968,1,870,1,450,4,518.0,2,1,2,3,R,0,0
29,2,2,63,783,1,772,1,450,3,333.0,1,1,1,U,G,0,0
29,2,2,64,660,1,887,1,50,3,510.0,1,1,1,A,I,0,0
29,2,2,65,544,1,487,1,450,2,94.0,2,2,1,6,2,0,0
29,3,2,1,620,1,547,1,2000,2,-1380.0,2,2,1,8,3,0,0
29,3,2,2,651,1,869,1,50,2,501.0,2,2,1,2,7,0,0
29,3,2,3,609,1,480,1,2000,4,-1391.0,2,1,2,3,I,0,0
29,3,2,4,637,1,844,1,2000,3,-1363.0,1,1,1,I,K,0,0
29,3,2,5,618,1,544,0,450,2,168.0,2,2,1,7,9,0,0
29,3,2,6,655,1,510,1,1000,1,-345.0,1,2,2,R,6,0,0
29,3,2,7,634,1,777,1,1000,4,-366.0,2,1,2,1,K,0,0
29,3,2,8,625,1,794,1,50,4,475.0,2,1,2,2,K,0,0
29,3,2,9,696,1,926,1,50,1,546.0,1,2,2,E,6,0,0
29,3,2,10,1124,1,963,1,2000,2,-876.0,2,2,1,7,2,0,0
29,3,2,11,716,1,811,1,1000,3,-284.0,1,1,1,A,R,0,0
29,3,2,12,786,1,777,1,450,1,336.0,1,2,2,E,8,0,0
29,3,2,13,679,1,624,0,450,3,229.0,1,1,1,I,A,0,0
29,3,2,14,649,1,644,1,450,4,199.0,2,1,2,7,U,0,0
29,3,2,15,627,1,538,0,2000,4,-1373.0,2,1,2,1,E,0,0
29,3,2,16,516,1,604,1,1000,2,-484.0,2,2,1,4,3,0,0
29,3,2,17,570,1,862,1,50,3,420.0,1,1,1,G,E,0,0
29,3,2,18,664,1,615,1,1000,1,-336.0,1,2,2,I,9,0,0
29,3,2,19,622,1,501,1,1000,4,-378.0,2,1,2,9,G,0,0
29,3,2,20,600,1,792,1,2000,4,-1400.0,2,1,2,8,R,0,0
29,3,2,21,719,1,946,1,50,2,569.0,2,2,1,2,9,0,0
29,3,2,22,490,1,408,0,2000,2,-1510.0,2,2,1,8,2,0,0
29,3,2,23,734,1,912,1,50,1,584.0,1,2,2,M,3,0,0
29,3,2,24,987,1,490,1,2000,1,-1013.0,1,2,2,K,9,0,0
29,3,2,25,525,1,610,1,450,1,75.0,1,2,2,U,7,0,0
29,3,2,26,744,1,591,1,450,2,294.0,2,2,1,9,7,0,0
29,3,2,27,637,1,548,1,1000,3,-363.0,1,1,1,U,M,0,0
29,3,2,28,588,1,445,1,1000,2,-412.0,2,2,1,1,7,0,0
29,3,2,29,506,1,605,1,450,4,56.0,2,1,2,8,U,0,0
29,3,2,30,837,1,1001,1,50,4,687.0,2,1,2,7,G,0,0
29,3,2,31,830,1,622,1,2000,3,-1170.0,1,1,1,M,I,0,0
29,3,2,32,540,1,651,1,1000,4,-460.0,2,1,2,3,E,0,0
29,3,2,33,631,1,805,1,50,1,481.0,1,2,2,M,9,0,0
29,3,2,34,670,0,626,0,50,3,520.0,1,1,1,R,E,0,0
29,3,2,35,716,1,568,1,450,3,266.0,1,1,1,R,M,0,0
29,3,2,36,762,1,529,1,1000,3,-238.0,1,1,1,M,G,0,0
29,3,2,37,715,1,579,1,2000,3,-1285.0,1,1,1,E,K,0,0
29,3,2,38,683,1,551,1,450,2,233.0,2,2,1,8,9,0,0
29,3,2,39,696,1,567,1,2000,2,-1304.0,2,2,1,9,2,0,0
29,3,2,40,736,1,535,1,1000,1,-264.0,1,2,2,M,7,0,0
29,3,2,41,497,1,473,1,2000,4,-1503.0,2,1,2,7,M,0,0
29,3,2,42,844,1,788,1,450,3,394.0,1,1,1,K,E,0,0
29,3,2,43,682,1,577,1,2000,1,-1318.0,1,2,2,U,3,0,0
29,3,2,44,969,1,1204,1,50,3,819.0,1,1,1,U,K,0,0
29,3,2,45,1184,0,1362,0,50,4,1034.0,2,1,2,4,U,0,0
29,3,2,46,769,1,932,1,50,2,619.0,2,2,1,6,8,0,0
29,3,2,47,731,1,506,1,1000,4,-269.0,2,1,2,1,G,0,0
29,3,2,48,725,1,548,0,1000,1,-275.0,1,2,2,I,3,0,0
29,3,2,49,621,1,670,1,450,1,171.0,1,2,2,G,7,0,0
29,3,2,50,518,1,557,1,1000,2,-482.0,2,2,1,3,1,0,0
29,3,2,51,559,1,542,1,1000,3,-441.0,1,1,1,I,M,0,0
29,3,2,52,543,1,621,1,450,4,93.0,2,1,2,3,G,0,0
29,3,2,53,1066,1,1242,1,50,1,916.0,1,2,2,U,1,0,0
29,3,2,54,577,1,648,1,2000,3,-1423.0,1,1,1,M,U,0,0
29,3,2,55,572,1,558,1,450,2,122.0,2,2,1,1,3,0,0
29,3,2,56,603,1,458,0,2000,1,-1397.0,1,2,2,K,6,0,0
29,3,2,57,470,1,722,1,50,2,320.0,2,2,1,3,6,0,0
29,3,2,58,1129,0,545,0,2000,4,-871.0,2,1,2,2,A,0,0
29,3,2,59,554,1,578,1,450,3,104.0,1,1,1,G,A,0,0
29,3,2,60,807,1,599,1,2000,3,-1193.0,1,1,1,U,R,0,0
29,3,2,61,990,1,845,1,1000,1,-10.0,1,2,2,K,2,0,0
29,3,2,62,730,1,904,1,50,1,580.0,1,2,2,G,9,0,0
29,3,2,63,790,1,952,1,450,4,340.0,2,1,2,6,K,0,0
29,3,2,64,660,1,547,1,2000,2,-1340.0,2,2,1,6,3,0,0
29,3,2,65,781,1,620,1,1000,2,-219.0,2,2,1,7,4,0,0
29,4,2,1,673,1,552,1,2000,1,-1327.0,1,2,2,R,7,0,0
29,4,2,2,978,1,577,1,1000,3,-22.0,1,1,1,G,K,0,0
29,4,2,3,618,1,737,1,2000,2,-1382.0,2,2,1,9,1,0,0
29,4,2,4,683,1,522,1,1000,4,-317.0,2,1,2,6,A,0,0
29,4,2,5,811,1,1055,1,50,2,661.0,2,2,1,1,9,0,0
29,4,2,6,1113,1,1407,1,50,3,963.0,1,1,1,K,I,0,0
29,4,2,7,600,1,837,1,450,1,150.0,1,2,2,K,4,0,0
29,4,2,8,794,1,966,1,50,4,644.0,2,1,2,2,E,0,0
29,4,2,9,773,1,740,1,2000,4,-1227.0,2,1,2,6,U,0,0
29,4,2,10,622,1,1069,1,1000,3,-378.0,1,1,1,K,A,0,0
29,4,2,11,561,1,725,1,50,4,411.0,2,1,2,4,M,0,0
29,4,2,12,572,1,706,1,50,1,422.0,1,2,2,R,3,0,0
29,4,2,13,911,1,790,1,450,2,461.0,2,2,1,2,6,0,0
29,4,2,14,636,0,515,1,2000,1,-1364.0,1,2,2,E,4,0,0
29,4,2,15,598,1,477,1,1000,2,-402.0,2,2,1,3,4,0,0
29,4,2,16,586,1,577,1,2000,2,-1414.0,2,2,1,9,4,0,0
29,4,2,17,610,1,593,1,1000,1,-390.0,1,2,2,K,3,0,0
29,4,2,18,1113,1,568,1,2000,3,-887.0,1,1,1,A,K,0,0
29,4,2,19,914,1,585,1,1000,4,-86.0,2,1,2,8,A,0,0
29,4,2,20,608,1,557,1,450,1,158.0,1,2,2,U,6,0,0
29,4,2,21,637,1,620,1,1000,1,-363.0,1,2,2,I,7,0,0
29,4,2,22,1154,1,1107,0,450,4,704.0,2,1,2,4,R,0,0
29,4,2,23,1010,0,3784,1,450,2,560.0,2,2,1,8,7,0,0
29,4,2,24,863,1,1053,1,50,2,713.0,2,2,1,7,6,0,0
29,4,2,25,844,1,924,1,450,3,394.0,1,1,1,E,A,0,0
29,4,2,26,661,1,500,1,1000,2,-339.0,2,2,1,8,1,0,0
29,4,2,27,662,1,899,1,50,4,512.0,2,1,2,3,U,0,0
29,4,2,28,522,1,372,1,450,4,72.0,2,1,2,4,A,0,0
29,4,2,29,637,1,793,1,50,3,487.0,1,1,1,A,U,0,0
29,4,2,30,509,1,434,0,450,1,59.0,1,2,2,M,6,0,0
29,4,2,31,719,1,1042,1,50,1,569.0,1,2,2,M,1,0,0
29,4,2,32,671,1,549,1,2000,4,-1329.0,2,1,2,1,A,0,0
29,4,2,33,678,1,866,1,50,2,528.0,2,2,1,1,4,0,0
29,4,2,34,684,1,587,1,2000,1,-1316.0,1,2,2,I,6,0,0
29,4,2,35,682,1,817,1,50,1,532.0,1,2,2,I,2,0,0
29,4,2,36,578,1,529,1,2000,3,-1422.0,1,1,1,G,M,0,0
29,4,2,37,707,1,514,1,2000,1,-1293.0,1,2,2,A,2,0,0
29,4,2,38,630,1,573,1,1000,2,-370.0,2,2,1,6,1,0,0
29,4,2,39,621,1,532,1,1000,3,-379.0,1,1,1,E,R,0,0
29,4,2,40,1045,0,1982,1,450,2,595.0,2,2,1,3,7,0,0
29,4,2,41,611,1,763,1,2000,2,-1389.0,2,2,1,4,2,0,0
29,4,2,42,500,1,603,1,1000,4,-500.0,2,1,2,9,I,0,0
29,4,2,43,650,1,874,1,50,4,500.0,2,1,2,1,R,0,0
29,4,2,44,734,1,684,0,450,3,284.0,1,1,1,U,E,0,0
29,4,2,45,638,1,614,1,1000,4,-362.0,2,1,2,1,M,0,0
29,4,2,46,563,1,597,1,450,1,113.0,1,2,2,E,1,0,0
29,4,2,47,624,1,575,1,1000,1,-376.0,1,2,2,A,6,0,0
29,4,2,48,583,1,775,1,50,3,433.0,1,1,1,E,M,0,0
29,4,2,49,576,1,519,1,1000,3,-424.0,1,1,1,U,I,0,0
29,4,2,50,521,1,506,1,450,3,71.0,1,1,1,M,A,0,0
29,4,2,51,561,1,504,1,1000,2,-439.0,2,2,1,9,3,0,0
29,4,2,52,540,1,579,1,2000,2,-1460.0,2,2,1,7,8,0,0
29,4,2,53,636,1,522,1,2000,3,-1364.0,1,1,1,R,I,0,0
29,4,2,54,420,1,585,1,50,3,270.0,1,1,1,R,A,0,0
29,4,2,55,587,1,620,1,450,3,137.0,1,1,1,K,M,0,0
29,4,2,56,478,1,518,0,450,1,28.0,1,2,2,G,8,0,0
29,4,2,57,541,1,529,1,450,2,91.0,2,2,1,4,1,0,0
29,4,2,58,555,1,681,1,50,1,405.0,1,2,2,R,9,0,0
29,4,2,59,744,1,735,1,2000,4,-1256.0,2,1,2,9,E,0,0
29,4,2,60,529,1,742,1,50,2,379.0,2,2,1,9,6,0,0
29,4,2,61,986,0,1658,1,450,4,536.0,2,1,2,9,R,0,0
29,4,2,62,564,1,706,1,50,4,414.0,2,1,2,7,I,0,0
29,4,2,63,520,1,543,1,2000,3,-1480.0,1,1,1,M,K,0,0
29,4,2,64,673,1,489,1,2000,4,-1327.0,2,1,2,9,M,0,0
29,4,2,65,621,0,508,0,2000,1,-1379.0,1,2,2,E,9,0,0
29,5,2,1,739,1,579,1,1000,4,-261.0,2,1,2,4,I,0,0
29,5,2,2,475,0,547,0,1000,1,-525.0,1,2,2,M,4,0,0
29,5,2,3,476,1,465,0,450,1,26.0,1,2,2,G,4,0,0
29,5,2,4,556,1,738,1,50,1,406.0,1,2,2,U,9,0,0
29,5,2,5,870,1,977,1,50,3,720.0,1,1,1,M,E,0,0
29,5,2,6,647,1,526,1,1000,1,-353.0,1,2,2,A,8,0,0
29,5,2,7,688,1,568,1,1000,3,-312.0,1,1,1,G,R,0,0
29,5,2,8,497,1,759,1,1000,2,-503.0,2,2,1,7,6,0,0
29,5,2,9,568,1,678,1,450,4,118.0,2,1,2,8,K,0,0
29,5,2,10,673,1,673,1,2000,3,-1327.0,1,1,1,U,A,0,0
29,5,2,11,637,1,781,1,2000,4,-1363.0,2,1,2,2,R,0,0
29,5,2,12,997,0,2223,1,450,2,547.0,2,2,1,6,7,0,0
29,5,2,13,743,1,946,1,50,3,593.0,1,1,1,A,G,0,0
29,5,2,14,642,1,489,1,2000,1,-1358.0,1,2,2,K,7,0,0
29,5,2,15,604,1,833,1,50,4,454.0,2,1,2,8,M,0,0
29,5,2,16,571,1,476,1,450,1,121.0,1,2,2,G,1,0,0
29,5,2,17,627,1,846,1,50,2,477.0,2,2,1,9,8,0,0
29,5,2,18,746,1,729,1,2000,1,-1254.0,1,2,2,E,3,0,0
29,5,2,19,1115,1,464,1,1000,4,115.0,2,1,2,4,G,0,0
29,5,2,20,527,1,526,1,2000,2,-1473.0,2,2,1,6,9,0,0
29,5,2,21,672,1,845,1,50,1,522.0,1,2,2,A,1,0,0
29,5,2,22,734,1,637,1,1000,2,-266.0,2,2,1,9,6,0,0
29,5,2,23,843,1,611,1,2000,2,-1157.0,2,2,1,6,3,0,0
29,5,2,24,961,1,873,1,450,3,511.0,1,1,1,E,R,0,0
29,5,2,25,946,1,1095,1,50,2,796.0,2,2,1,3,8,0,0
29,5,2,26,606,1,472,0,450,4,156.0,2,1,2,7,E,0,0
29,5,2,27,566,1,678,1,50,4,416.0,2,1,2,9,A,0,0
29,5,2,28,555,1,554,1,1000,3,-445.0,1,1,1,A,I,0,0
29,5,2,29,611,1,474,1,2000,4,-1389.0,2,1,2,7,A,0,0
29,5,2,30,485,1,549,1,450,4,35.0,2,1,2,6,R,0,0
29,5,2,31,506,1,501,1,450,2,56.0,2,2,1,9,3,0,0
29,5,2,32,475,1,362,0,2000,2,-1525.0,2,2,1,7,4,0,0
29,5,2,33,508,1,571,1,2000,3,-1492.0,1,1,1,I,K,0,0
29,5,2,34,580,1,531,0,1000,1,-420.0,1,2,2,U,4,0,0
29,5,2,35,630,1,541,1,1000,4,-370.0,2,1,2,2,M,0,0
29,5,2,36,599,1,599,1,2000,4,-1401.0,2,1,2,4,A,0,0
29,5,2,37,742,1,926,1,50,3,592.0,1,1,1,E,M,0,0
29,5,2,38,759,1,913,1,50,2,609.0,2,2,1,8,1,0,0
29,5,2,39,762,1,603,1,450,2,312.0,2,2,1,2,8,0,0
29,5,2,40,646,1,551,0,450,4,196.0,2,1,2,7,A,0,0
29,5,2,41,804,1,628,1,2000,1,-1196.0,1,2,2,K,4,0,0
29,5,2,42,601,1,699,1,50,1,451.0,1,2,2,G,3,0,0
29,5,2,43,677,1,604,1,1000,1,-323.0,1,2,2,A,1,0,0
29,5,2,44,547,0,346,1,1000,2,-453.0,2,2,1,7,3,0,0
29,5,2,45,627,1,482,1,450,1,177.0,1,2,2,R,6,0,0
29,5,2,46,1250,1,1064,1,450,3,800.0,1,1,1,E,A,0,0
29,5,2,47,579,1,466,1,1000,3,-421.0,1,1,1,A,K,0,0
29,5,2,48,599,1,486,1,2000,3,-1401.0,1,1,1,R,G,0,0
29,5,2,49,529,1,458,0,450,3,79.0,1,1,1,M,U,0,0
29,5,2,50,602,1,741,1,50,4,452.0,2,1,2,8,A,0,0
29,5,2,51,661,1,468,1,2000,1,-1339.0,1,2,2,G,9,0,0
29,5,2,52,576,1,690,1,50,2,426.0,2,2,1,2,4,0,0
29,5,2,53,596,1,658,1,50,3,446.0,1,1,1,G,E,0,0
29,5,2,54,499,1,402,0,1000,3,-501.0,1,1,1,M,R,0,0
29,5,2,55,743,1,574,1,450,1,293.0,1,2,2,U,7,0,0
29,5,2,56,837,1,588,1,1000,4,-163.0,2,1,2,6,G,0,0
29,5,2,58,621,1,596,1,1000,1,-379.0,1,2,2,A,2,0,0
29,5,2,59,659,1,797,1,50,3,509.0,1,1,1,I,E,0,0
29,5,2,60,732,1,491,1,2000,2,-1268.0,2,2,1,4,2,0,0
29,5,2,61,551,1,486,1,1000,2,-449.0,2,2,1,4,9,0,0
29,5,2,62,537,1,785,1,450,4,87.0,2,1,2,7,U,0,0
29,5,2,63,567,1,750,1,1000,3,-433.0,1,1,1,U,R,0,0
29,5,2,64,582,1,654,1,2000,4,-1418.0,2,1,2,2,A,0,0
29,5,2,65,555,1,594,1,1000,4,-445.0,2,1,2,9,I,0,0
30,1,1,1,8243,0,7974,1,1000,1,7243.0,1,2,2,R,9,0,0
30,1,1,2,2252,1,4660,0,2000,4,252.0,2,1,2,8,U,0,0
30,1,1,3,5432,1,4832,0,1000,3,4432.0,1,1,1,U,I,0,0
30,1,1,4,2965,1,18338,0,1000,2,1965.0,2,2,1,7,6,0,0
30,1,1,5,2250,1,3289,0,1000,4,1250.0,2,1,2,4,E,0,0
30,1,1,6,3565,0,3933,0,50,3,3415.0,1,1,1,K,I,0,0
30,1,1,7,18912,1,26333,1,450,2,18462.0,2,2,1,1,2,0,0
30,1,1,8,3973,0,19020,1,50,1,3823.0,1,2,2,R,6,0,0
30,1,1,9,3937,1,5990,1,50,2,3787.0,2,2,1,6,4,0,0
30,1,1,10,1930,1,3941,1,450,4,1480.0,2,1,2,8,A,0,0
30,1,1,11,3706,1,4964,1,450,1,3256.0,1,2,2,I,4,0,0
30,1,1,12,5119,1,6743,0,450,3,4669.0,1,1,1,K,E,0,0
30,1,1,13,2358,1,5480,1,50,4,2208.0,2,1,2,4,K,0,0
30,1,1,14,5077,1,4647,1,2000,1,3077.0,1,2,2,R,7,0,0
30,1,1,15,3561,1,3677,1,2000,2,1561.0,2,2,1,2,6,0,0
30,1,1,16,3829,1,3785,0,2000,3,1829.0,1,1,1,R,U,0,0
30,1,1,17,4997,0,6072,1,450,1,4547.0,1,2,2,G,2,0,0
30,1,1,18,2583,1,4468,1,450,4,2133.0,2,1,2,6,A,0,0
30,1,1,19,3232,0,5416,1,50,3,3082.0,1,1,1,K,M,0,0
30,1,1,20,1400,1,2348,1,450,2,950.0,2,2,1,2,1,0,0
30,1,1,21,3237,1,5178,1,50,1,3087.0,1,2,2,U,8,0,0
30,1,1,22,1655,1,4125,0,50,4,1505.0,2,1,2,2,E,0,0
30,1,1,23,1786,1,3549,1,50,2,1636.0,2,2,1,2,3,0,0
30,1,1,24,3092,1,3468,0,1000,3,2092.0,1,1,1,E,U,0,0
30,2,2,1,2333,1,3220,1,1000,2,1333.0,2,2,1,8,9,0,0
